0.9842696629213483,0.06292134831460675,0.035955056179775284,0.02247191011235955,0.03146067415730337,0.0044943820224719105,0.011235955056179775,0.024719101123595506,0.060674157303370786,0.01348314606741573,23471,5.0,9.0,2.0,7.0,16.0,27.0,8.0,0.0,1.0,6.0,4.0,4.0,14.0,16.0,0.0,7.0,9.0,18.0,8.0,14.0,23.0,150.0,7.0,18.0,2.0,11.0,3.0,3.0,8.0,7.0,4.0,2.0,4.0,14.0,6.0,14.0,24.0,14.0,11.0,7.0,14.0,13.0,10.0,14.0,16.0,19.0,18.0,19.0,17.0,24.0,18.0,27.0,31.0,12.0,3.0,14.0,1.0,22.0,7.0,5.0,12.0,4.0,14.0,9.0,5.0,5.0,12.0,12.0,16.0,1.0,4.0,13.0,5.0,10.0,11.0,9.0,16.0,10.0,14.0,15.0,12.0,14.0,21.0,26.0,25.0,8.0,7.0,8.0,20.0,10.0,17.0,17.0,25.0,6.0,14.0,11.0,24.0,16.0,25.0,20.0,30.0,13.0,13.0,17.0,29.0,21.0,19.0,22.0,30.0,28.0,25.0,19.0,29.0,27.0,29.0,30.0,36.0,21.0,1.0,1.0,6.0,5.0,3.0,4.0,12.0,9.0,7.0,5.0,13.0,7.0,14.0,19.0,21.0,5.0,7.0,8.0,12.0,5.0,10.0,13.0,18.0,2.0,16.0,13.0,18.0,16.0,22.0,24.0,32.0,6.0,3.0,2.0,12.0,4.0,17.0,11.0,19.0,7.0,10.0,12.0,21.0,8.0,23.0,24.0,31.0,1.0,18.0,9.0,24.0,2.0,26.0,21.0,25.0,2.0,22.0,18.0,34.0,24.0,33.0,30.0,36.0,10.0,7.0,3.0,18.0,1.0,15.0,18.0,30.0,0.0,14.0,6.0,27.0,10.0,21.0,27.0,41.0,1.0,12.0,3.0,26.0,0.0,22.0,21.0,39.0,11.0,20.0,15.0,34.0,10.0,31.0,30.0,42.0,10.0,13.0,10.0,31.0,9.0,24.0,18.0,45.0,6.0,20.0,11.0,37.0,19.0,29.0,25.0,49.0,15.0,28.0,20.0,38.0,15.0,30.0,26.0,46.0,22.0,34.0,26.0,42.0,29.0,39.0,38.0,48.0
0.9730337078651685,0.051685393258426963,0.024719101123595506,0.011235955056179775,0.020224719101123594,0.015730337078651686,0.0,0.01348314606741573,0.04943820224719101,0.024719101123595506,0.011235955056179775,23471,4.0,3.0,2.0,11.0,22.0,3.0,5.0,6.0,1.0,9.0,1.0,9.0,11.0,5.0,2.0,4.0,13.0,3.0,9.0,18.0,145.0,2.0,13.0,3.0,6.0,8.0,2.0,3.0,2.0,1.0,3.0,1.0,9.0,1.0,9.0,19.0,9.0,6.0,2.0,9.0,8.0,5.0,9.0,11.0,14.0,13.0,14.0,12.0,19.0,13.0,22.0,26.0,7.0,2.0,9.0,4.0,17.0,2.0,0.0,7.0,1.0,9.0,4.0,0.0,0.0,7.0,7.0,11.0,6.0,1.0,8.0,0.0,5.0,6.0,4.0,11.0,5.0,9.0,10.0,7.0,9.0,16.0,21.0,20.0,3.0,2.0,3.0,15.0,5.0,12.0,12.0,20.0,1.0,9.0,6.0,19.0,11.0,20.0,15.0,25.0,8.0,8.0,12.0,24.0,16.0,14.0,17.0,25.0,23.0,20.0,14.0,24.0,22.0,24.0,25.0,31.0,16.0,4.0,6.0,1.0,0.0,2.0,1.0,7.0,4.0,2.0,0.0,8.0,2.0,9.0,14.0,16.0,10.0,2.0,3.0,7.0,0.0,5.0,8.0,13.0,7.0,11.0,8.0,13.0,11.0,17.0,19.0,27.0,11.0,2.0,3.0,7.0,9.0,12.0,6.0,14.0,12.0,5.0,7.0,16.0,3.0,18.0,19.0,26.0,4.0,13.0,4.0,19.0,3.0,21.0,16.0,20.0,3.0,17.0,13.0,29.0,19.0,28.0,25.0,31.0,5.0,2.0,8.0,13.0,4.0,10.0,13.0,25.0,5.0,9.0,1.0,22.0,5.0,16.0,22.0,36.0,6.0,7.0,2.0,21.0,5.0,17.0,16.0,34.0,6.0,15.0,10.0,29.0,5.0,26.0,25.0,37.0,5.0,8.0,5.0,26.0,4.0,19.0,13.0,40.0,1.0,15.0,6.0,32.0,14.0,24.0,20.0,44.0,10.0,23.0,15.0,33.0,10.0,25.0,21.0,41.0,17.0,29.0,21.0,37.0,24.0,34.0,33.0,43.0
0.9640449438202248,0.04269662921348315,0.015730337078651686,0.0022471910112359553,0.011235955056179775,0.024719101123595506,0.008988764044943821,0.0044943820224719105,0.04044943820224719,0.033707865168539325,0.020224719101123594,0.008988764044943821,23471,7.0,2.0,7.0,18.0,1.0,9.0,10.0,3.0,13.0,5.0,5.0,7.0,9.0,2.0,0.0,9.0,1.0,5.0,14.0,141.0,2.0,9.0,7.0,2.0,12.0,6.0,1.0,2.0,5.0,7.0,5.0,5.0,3.0,5.0,15.0,5.0,2.0,2.0,5.0,4.0,1.0,5.0,7.0,10.0,9.0,10.0,8.0,15.0,9.0,18.0,22.0,3.0,6.0,5.0,8.0,13.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,4.0,3.0,3.0,7.0,10.0,5.0,4.0,4.0,1.0,2.0,0.0,7.0,1.0,5.0,6.0,3.0,5.0,12.0,17.0,16.0,1.0,2.0,1.0,11.0,1.0,8.0,8.0,16.0,3.0,5.0,2.0,15.0,7.0,16.0,11.0,21.0,4.0,4.0,8.0,20.0,12.0,10.0,13.0,21.0,19.0,16.0,10.0,20.0,18.0,20.0,21.0,27.0,12.0,8.0,10.0,3.0,4.0,6.0,5.0,3.0,0.0,2.0,4.0,4.0,2.0,5.0,10.0,12.0,14.0,2.0,1.0,3.0,4.0,1.0,4.0,9.0,11.0,7.0,4.0,9.0,7.0,13.0,15.0,23.0,15.0,6.0,7.0,3.0,13.0,8.0,2.0,10.0,16.0,1.0,3.0,12.0,1.0,14.0,15.0,22.0,8.0,9.0,0.0,15.0,7.0,17.0,12.0,16.0,7.0,13.0,9.0,25.0,15.0,24.0,21.0,27.0,1.0,2.0,12.0,9.0,8.0,6.0,9.0,21.0,9.0,5.0,3.0,18.0,1.0,12.0,18.0,32.0,10.0,3.0,6.0,17.0,9.0,13.0,12.0,30.0,2.0,11.0,6.0,25.0,1.0,22.0,21.0,33.0,1.0,4.0,1.0,22.0,0.0,15.0,9.0,36.0,3.0,11.0,2.0,28.0,10.0,20.0,16.0,40.0,6.0,19.0,11.0,29.0,6.0,21.0,17.0,37.0,13.0,25.0,17.0,33.0,20.0,30.0,29.0,39.0
0.9797752808988764,0.058426966292134834,0.03146067415730337,0.017977528089887642,0.02696629213483146,0.008988764044943821,0.006741573033707865,0.020224719101123594,0.056179775280898875,0.017977528089887642,0.0044943820224719105,0.006741573033707865,0.015730337078651686,23471,5.0,14.0,25.0,6.0,2.0,3.0,4.0,6.0,2.0,12.0,14.0,2.0,5.0,7.0,16.0,6.0,12.0,21.0,148.0,5.0,16.0,0.0,9.0,5.0,1.0,6.0,5.0,2.0,0.0,2.0,12.0,4.0,12.0,22.0,12.0,9.0,5.0,12.0,11.0,8.0,12.0,14.0,17.0,16.0,17.0,15.0,22.0,16.0,25.0,29.0,10.0,1.0,12.0,1.0,20.0,5.0,3.0,10.0,2.0,12.0,7.0,3.0,3.0,10.0,10.0,14.0,3.0,2.0,11.0,3.0,8.0,9.0,7.0,14.0,8.0,12.0,13.0,10.0,12.0,19.0,24.0,23.0,6.0,5.0,6.0,18.0,8.0,15.0,15.0,23.0,4.0,12.0,9.0,22.0,14.0,23.0,18.0,28.0,11.0,11.0,15.0,27.0,19.0,17.0,20.0,28.0,26.0,23.0,17.0,27.0,25.0,27.0,28.0,34.0,19.0,1.0,3.0,4.0,3.0,1.0,2.0,10.0,7.0,5.0,3.0,11.0,5.0,12.0,17.0,19.0,7.0,5.0,6.0,10.0,3.0,8.0,11.0,16.0,4.0,14.0,11.0,16.0,14.0,20.0,22.0,30.0,8.0,1.0,0.0,10.0,6.0,15.0,9.0,17.0,9.0,8.0,10.0,19.0,6.0,21.0,22.0,29.0,1.0,16.0,7.0,22.0,0.0,24.0,19.0,23.0,0.0,20.0,16.0,32.0,22.0,31.0,28.0,34.0,8.0,5.0,5.0,16.0,1.0,13.0,16.0,28.0,2.0,12.0,4.0,25.0,8.0,19.0,25.0,39.0,3.0,10.0,1.0,24.0,2.0,20.0,19.0,37.0,9.0,18.0,13.0,32.0,8.0,29.0,28.0,40.0,8.0,11.0,8.0,29.0,7.0,22.0,16.0,43.0,4.0,18.0,9.0,35.0,17.0,27.0,23.0,47.0,13.0,26.0,18.0,36.0,13.0,28.0,24.0,44.0,20.0,32.0,24.0,40.0,27.0,37.0,36.0,46.0
0.9685393258426966,0.04719101123595506,0.020224719101123594,0.006741573033707865,0.015730337078651686,0.020224719101123594,0.0044943820224719105,0.008988764044943821,0.0449438202247191,0.029213483146067417,0.015730337078651686,0.0044943820224719105,0.0044943820224719105,0.011235955056179775,23471,9.0,20.0,1.0,7.0,8.0,1.0,11.0,3.0,7.0,9.0,7.0,0.0,2.0,11.0,1.0,7.0,16.0,143.0,0.0,11.0,5.0,4.0,10.0,4.0,1.0,0.0,3.0,5.0,3.0,7.0,1.0,7.0,17.0,7.0,4.0,0.0,7.0,6.0,3.0,7.0,9.0,12.0,11.0,12.0,10.0,17.0,11.0,20.0,24.0,5.0,4.0,7.0,6.0,15.0,0.0,2.0,5.0,3.0,7.0,2.0,2.0,2.0,5.0,5.0,9.0,8.0,3.0,6.0,2.0,3.0,4.0,2.0,9.0,3.0,7.0,8.0,5.0,7.0,14.0,19.0,18.0,1.0,0.0,1.0,13.0,3.0,10.0,10.0,18.0,1.0,7.0,4.0,17.0,9.0,18.0,13.0,23.0,6.0,6.0,10.0,22.0,14.0,12.0,15.0,23.0,21.0,18.0,12.0,22.0,20.0,22.0,23.0,29.0,14.0,6.0,8.0,1.0,2.0,4.0,3.0,5.0,2.0,0.0,2.0,6.0,0.0,7.0,12.0,14.0,12.0,0.0,1.0,5.0,2.0,3.0,6.0,11.0,9.0,9.0,6.0,11.0,9.0,15.0,17.0,25.0,13.0,4.0,5.0,5.0,11.0,10.0,4.0,12.0,14.0,3.0,5.0,14.0,1.0,16.0,17.0,24.0,6.0,11.0,2.0,17.0,5.0,19.0,14.0,18.0,5.0,15.0,11.0,27.0,17.0,26.0,23.0,29.0,3.0,0.0,10.0,11.0,6.0,8.0,11.0,23.0,7.0,7.0,1.0,20.0,3.0,14.0,20.0,34.0,8.0,5.0,4.0,19.0,7.0,15.0,14.0,32.0,4.0,13.0,8.0,27.0,3.0,24.0,23.0,35.0,3.0,6.0,3.0,24.0,2.0,17.0,11.0,38.0,1.0,13.0,4.0,30.0,12.0,22.0,18.0,42.0,8.0,21.0,13.0,31.0,8.0,23.0,19.0,39.0,15.0,27.0,19.0,35.0,22.0,32.0,31.0,41.0
0.9483146067415731,0.02696629213483146,0.0,0.01348314606741573,0.0044943820224719105,0.04044943820224719,0.024719101123595506,0.011235955056179775,0.024719101123595506,0.04943820224719101,0.035955056179775284,0.024719101123595506,0.015730337078651686,0.03146067415730337,0.020224719101123594,23471,11.0,8.0,16.0,17.0,10.0,20.0,12.0,2.0,0.0,16.0,9.0,7.0,2.0,8.0,2.0,7.0,134.0,9.0,2.0,14.0,5.0,19.0,13.0,8.0,9.0,12.0,14.0,12.0,2.0,10.0,2.0,8.0,2.0,5.0,9.0,2.0,3.0,6.0,2.0,0.0,3.0,2.0,3.0,1.0,8.0,2.0,11.0,15.0,4.0,13.0,2.0,15.0,6.0,9.0,11.0,4.0,12.0,2.0,7.0,11.0,11.0,4.0,4.0,0.0,17.0,12.0,3.0,11.0,6.0,5.0,7.0,0.0,6.0,2.0,1.0,4.0,2.0,5.0,10.0,9.0,8.0,9.0,8.0,4.0,6.0,1.0,1.0,9.0,10.0,2.0,5.0,8.0,0.0,9.0,4.0,14.0,3.0,3.0,1.0,13.0,5.0,3.0,6.0,14.0,12.0,9.0,3.0,13.0,11.0,13.0,14.0,20.0,5.0,15.0,17.0,10.0,11.0,13.0,12.0,4.0,7.0,9.0,11.0,3.0,9.0,2.0,3.0,5.0,21.0,9.0,8.0,4.0,11.0,6.0,3.0,2.0,18.0,0.0,3.0,2.0,0.0,6.0,8.0,16.0,22.0,13.0,14.0,4.0,20.0,1.0,5.0,3.0,23.0,6.0,4.0,5.0,8.0,7.0,8.0,15.0,15.0,2.0,7.0,8.0,14.0,10.0,5.0,9.0,14.0,6.0,2.0,18.0,8.0,17.0,14.0,20.0,6.0,9.0,19.0,2.0,15.0,1.0,2.0,14.0,16.0,2.0,10.0,11.0,6.0,5.0,11.0,25.0,17.0,4.0,13.0,10.0,16.0,6.0,5.0,23.0,5.0,4.0,1.0,18.0,6.0,15.0,14.0,26.0,6.0,3.0,6.0,15.0,7.0,8.0,2.0,29.0,10.0,4.0,5.0,21.0,3.0,13.0,9.0,33.0,1.0,12.0,4.0,22.0,1.0,14.0,10.0,30.0,6.0,18.0,10.0,26.0,13.0,23.0,22.0,32.0
0.9235955056179775,0.0022471910112359553,0.024719101123595506,0.038202247191011236,0.029213483146067417,0.0651685393258427,0.04943820224719101,0.035955056179775284,0.0,0.07415730337078652,0.060674157303370786,0.04943820224719101,0.04044943820224719,0.056179775280898875,0.0449438202247191,0.024719101123595506,23471,19.0,27.0,28.0,21.0,31.0,23.0,13.0,11.0,27.0,20.0,18.0,9.0,19.0,13.0,4.0,123.0,20.0,9.0,25.0,16.0,30.0,24.0,19.0,20.0,23.0,25.0,23.0,13.0,21.0,13.0,3.0,13.0,16.0,20.0,13.0,14.0,17.0,13.0,11.0,8.0,9.0,8.0,10.0,3.0,9.0,0.0,4.0,15.0,24.0,13.0,26.0,5.0,20.0,22.0,15.0,23.0,13.0,18.0,22.0,22.0,15.0,15.0,11.0,28.0,23.0,14.0,22.0,17.0,16.0,18.0,11.0,17.0,13.0,12.0,15.0,13.0,6.0,1.0,2.0,19.0,20.0,19.0,7.0,17.0,10.0,10.0,2.0,21.0,13.0,16.0,3.0,11.0,2.0,7.0,3.0,14.0,14.0,10.0,2.0,6.0,8.0,5.0,3.0,1.0,2.0,8.0,2.0,0.0,2.0,3.0,9.0,6.0,26.0,28.0,21.0,22.0,24.0,23.0,15.0,18.0,20.0,22.0,14.0,20.0,13.0,8.0,6.0,32.0,20.0,19.0,15.0,22.0,17.0,14.0,9.0,29.0,11.0,14.0,9.0,11.0,5.0,3.0,5.0,33.0,24.0,25.0,15.0,31.0,10.0,16.0,8.0,34.0,17.0,15.0,6.0,19.0,4.0,3.0,4.0,26.0,9.0,18.0,3.0,25.0,1.0,6.0,2.0,25.0,5.0,9.0,7.0,3.0,6.0,3.0,9.0,17.0,20.0,30.0,9.0,26.0,12.0,9.0,3.0,27.0,13.0,21.0,0.0,17.0,6.0,0.0,14.0,28.0,15.0,24.0,1.0,27.0,5.0,6.0,12.0,16.0,7.0,12.0,7.0,17.0,4.0,3.0,15.0,17.0,14.0,17.0,4.0,18.0,3.0,9.0,18.0,21.0,7.0,16.0,10.0,8.0,2.0,2.0,22.0,12.0,1.0,7.0,11.0,12.0,3.0,1.0,19.0,5.0,7.0,1.0,15.0,2.0,12.0,11.0,21.0
0.9662921348314607,0.0449438202247191,0.017977528089887642,0.0044943820224719105,0.01348314606741573,0.02247191011235955,0.006741573033707865,0.006741573033707865,0.04269662921348315,0.03146067415730337,0.017977528089887642,0.006741573033707865,0.0022471910112359553,0.01348314606741573,0.0022471910112359553,0.017977528089887642,0.04269662921348315,23471,8.0,9.0,2.0,12.0,4.0,6.0,8.0,8.0,1.0,1.0,10.0,0.0,6.0,15.0,142.0,1.0,10.0,6.0,3.0,11.0,5.0,0.0,1.0,4.0,6.0,4.0,6.0,2.0,6.0,16.0,6.0,3.0,1.0,6.0,5.0,2.0,6.0,8.0,11.0,10.0,11.0,9.0,16.0,10.0,19.0,23.0,4.0,5.0,6.0,7.0,14.0,1.0,3.0,4.0,4.0,6.0,1.0,3.0,3.0,4.0,4.0,8.0,9.0,4.0,5.0,3.0,2.0,3.0,1.0,8.0,2.0,6.0,7.0,4.0,6.0,13.0,18.0,17.0,0.0,1.0,0.0,12.0,2.0,9.0,9.0,17.0,2.0,6.0,3.0,16.0,8.0,17.0,12.0,22.0,5.0,5.0,9.0,21.0,13.0,11.0,14.0,22.0,20.0,17.0,11.0,21.0,19.0,21.0,22.0,28.0,13.0,7.0,9.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,5.0,1.0,6.0,11.0,13.0,13.0,1.0,0.0,4.0,3.0,2.0,5.0,10.0,10.0,8.0,5.0,10.0,8.0,14.0,16.0,24.0,14.0,5.0,6.0,4.0,12.0,9.0,3.0,11.0,15.0,2.0,4.0,13.0,0.0,15.0,16.0,23.0,7.0,10.0,1.0,16.0,6.0,18.0,13.0,17.0,6.0,14.0,10.0,26.0,16.0,25.0,22.0,28.0,2.0,1.0,11.0,10.0,7.0,7.0,10.0,22.0,8.0,6.0,2.0,19.0,2.0,13.0,19.0,33.0,9.0,4.0,5.0,18.0,8.0,14.0,13.0,31.0,3.0,12.0,7.0,26.0,2.0,23.0,22.0,34.0,2.0,5.0,2.0,23.0,1.0,16.0,10.0,37.0,2.0,12.0,3.0,29.0,11.0,21.0,17.0,41.0,7.0,20.0,12.0,30.0,7.0,22.0,18.0,38.0,14.0,26.0,18.0,34.0,21.0,31.0,30.0,40.0
0.9842696629213483,0.06292134831460675,0.035955056179775284,0.02247191011235955,0.03146067415730337,0.0044943820224719105,0.011235955056179775,0.024719101123595506,0.060674157303370786,0.01348314606741573,0.0,0.011235955056179775,0.020224719101123594,0.0044943820224719105,0.015730337078651686,0.035955056179775284,0.060674157303370786,0.017977528089887642,23471,1.0,6.0,4.0,4.0,14.0,16.0,0.0,7.0,9.0,18.0,8.0,14.0,23.0,150.0,7.0,18.0,2.0,11.0,3.0,3.0,8.0,7.0,4.0,2.0,4.0,14.0,6.0,14.0,24.0,14.0,11.0,7.0,14.0,13.0,10.0,14.0,16.0,19.0,18.0,19.0,17.0,24.0,18.0,27.0,31.0,12.0,3.0,14.0,1.0,22.0,7.0,5.0,12.0,4.0,14.0,9.0,5.0,5.0,12.0,12.0,16.0,1.0,4.0,13.0,5.0,10.0,11.0,9.0,16.0,10.0,14.0,15.0,12.0,14.0,21.0,26.0,25.0,8.0,7.0,8.0,20.0,10.0,17.0,17.0,25.0,6.0,14.0,11.0,24.0,16.0,25.0,20.0,30.0,13.0,13.0,17.0,29.0,21.0,19.0,22.0,30.0,28.0,25.0,19.0,29.0,27.0,29.0,30.0,36.0,21.0,1.0,1.0,6.0,5.0,3.0,4.0,12.0,9.0,7.0,5.0,13.0,7.0,14.0,19.0,21.0,5.0,7.0,8.0,12.0,5.0,10.0,13.0,18.0,2.0,16.0,13.0,18.0,16.0,22.0,24.0,32.0,6.0,3.0,2.0,12.0,4.0,17.0,11.0,19.0,7.0,10.0,12.0,21.0,8.0,23.0,24.0,31.0,1.0,18.0,9.0,24.0,2.0,26.0,21.0,25.0,2.0,22.0,18.0,34.0,24.0,33.0,30.0,36.0,10.0,7.0,3.0,18.0,1.0,15.0,18.0,30.0,0.0,14.0,6.0,27.0,10.0,21.0,27.0,41.0,1.0,12.0,3.0,26.0,0.0,22.0,21.0,39.0,11.0,20.0,15.0,34.0,10.0,31.0,30.0,42.0,10.0,13.0,10.0,31.0,9.0,24.0,18.0,45.0,6.0,20.0,11.0,37.0,19.0,29.0,25.0,49.0,15.0,28.0,20.0,38.0,15.0,30.0,26.0,46.0,22.0,34.0,26.0,42.0,29.0,39.0,38.0,48.0
0.9865168539325843,0.0651685393258427,0.038202247191011236,0.024719101123595506,0.033707865168539325,0.0022471910112359553,0.01348314606741573,0.02696629213483146,0.06292134831460675,0.011235955056179775,0.0022471910112359553,0.01348314606741573,0.02247191011235955,0.006741573033707865,0.017977528089887642,0.038202247191011236,0.06292134831460675,0.020224719101123594,0.0022471910112359553,23471,7.0,3.0,5.0,15.0,17.0,1.0,8.0,10.0,19.0,9.0,15.0,24.0,151.0,8.0,19.0,3.0,12.0,2.0,4.0,9.0,8.0,5.0,3.0,5.0,15.0,7.0,15.0,25.0,15.0,12.0,8.0,15.0,14.0,11.0,15.0,17.0,20.0,19.0,20.0,18.0,25.0,19.0,28.0,32.0,13.0,4.0,15.0,2.0,23.0,8.0,6.0,13.0,5.0,15.0,10.0,6.0,6.0,13.0,13.0,17.0,0.0,5.0,14.0,6.0,11.0,12.0,10.0,17.0,11.0,15.0,16.0,13.0,15.0,22.0,27.0,26.0,9.0,8.0,9.0,21.0,11.0,18.0,18.0,26.0,7.0,15.0,12.0,25.0,17.0,26.0,21.0,31.0,14.0,14.0,18.0,30.0,22.0,20.0,23.0,31.0,29.0,26.0,20.0,30.0,28.0,30.0,31.0,37.0,22.0,2.0,0.0,7.0,6.0,4.0,5.0,13.0,10.0,8.0,6.0,14.0,8.0,15.0,20.0,22.0,4.0,8.0,9.0,13.0,6.0,11.0,14.0,19.0,1.0,17.0,14.0,19.0,17.0,23.0,25.0,33.0,5.0,4.0,3.0,13.0,3.0,18.0,12.0,20.0,6.0,11.0,13.0,22.0,9.0,24.0,25.0,32.0,2.0,19.0,10.0,25.0,3.0,27.0,22.0,26.0,3.0,23.0,19.0,35.0,25.0,34.0,31.0,37.0,11.0,8.0,2.0,19.0,2.0,16.0,19.0,31.0,1.0,15.0,7.0,28.0,11.0,22.0,28.0,42.0,0.0,13.0,4.0,27.0,1.0,23.0,22.0,40.0,12.0,21.0,16.0,35.0,11.0,32.0,31.0,43.0,11.0,14.0,11.0,32.0,10.0,25.0,19.0,46.0,7.0,21.0,12.0,38.0,20.0,30.0,26.0,50.0,16.0,29.0,21.0,39.0,16.0,31.0,27.0,47.0,23.0,35.0,27.0,43.0,30.0,40.0,39.0,49.0
0.9707865168539326,0.04943820224719101,0.02247191011235955,0.008988764044943821,0.017977528089887642,0.017977528089887642,0.0022471910112359553,0.011235955056179775,0.04719101123595506,0.02696629213483146,0.01348314606741573,0.0022471910112359553,0.006741573033707865,0.008988764044943821,0.0022471910112359553,0.02247191011235955,0.04719101123595506,0.0044943820224719105,0.01348314606741573,0.015730337078651686,23471,10.0,2.0,8.0,10.0,6.0,1.0,3.0,12.0,2.0,8.0,17.0,144.0,1.0,12.0,4.0,5.0,9.0,3.0,2.0,1.0,2.0,4.0,2.0,8.0,0.0,8.0,18.0,8.0,5.0,1.0,8.0,7.0,4.0,8.0,10.0,13.0,12.0,13.0,11.0,18.0,12.0,21.0,25.0,6.0,3.0,8.0,5.0,16.0,1.0,1.0,6.0,2.0,8.0,3.0,1.0,1.0,6.0,6.0,10.0,7.0,2.0,7.0,1.0,4.0,5.0,3.0,10.0,4.0,8.0,9.0,6.0,8.0,15.0,20.0,19.0,2.0,1.0,2.0,14.0,4.0,11.0,11.0,19.0,0.0,8.0,5.0,18.0,10.0,19.0,14.0,24.0,7.0,7.0,11.0,23.0,15.0,13.0,16.0,24.0,22.0,19.0,13.0,23.0,21.0,23.0,24.0,30.0,15.0,5.0,7.0,0.0,1.0,3.0,2.0,6.0,3.0,1.0,1.0,7.0,1.0,8.0,13.0,15.0,11.0,1.0,2.0,6.0,1.0,4.0,7.0,12.0,8.0,10.0,7.0,12.0,10.0,16.0,18.0,26.0,12.0,3.0,4.0,6.0,10.0,11.0,5.0,13.0,13.0,4.0,6.0,15.0,2.0,17.0,18.0,25.0,5.0,12.0,3.0,18.0,4.0,20.0,15.0,19.0,4.0,16.0,12.0,28.0,18.0,27.0,24.0,30.0,4.0,1.0,9.0,12.0,5.0,9.0,12.0,24.0,6.0,8.0,0.0,21.0,4.0,15.0,21.0,35.0,7.0,6.0,3.0,20.0,6.0,16.0,15.0,33.0,5.0,14.0,9.0,28.0,4.0,25.0,24.0,36.0,4.0,7.0,4.0,25.0,3.0,18.0,12.0,39.0,0.0,14.0,5.0,31.0,13.0,23.0,19.0,43.0,9.0,22.0,14.0,32.0,9.0,24.0,20.0,40.0,16.0,28.0,20.0,36.0,23.0,33.0,32.0,42.0
0.9932584269662922,0.07191011235955057,0.0449438202247191,0.03146067415730337,0.04044943820224719,0.0044943820224719105,0.020224719101123594,0.033707865168539325,0.0696629213483146,0.0044943820224719105,0.008988764044943821,0.020224719101123594,0.029213483146067417,0.01348314606741573,0.024719101123595506,0.0449438202247191,0.0696629213483146,0.02696629213483146,0.008988764044943821,0.006741573033707865,0.02247191011235955,23471,8.0,18.0,20.0,4.0,11.0,13.0,22.0,12.0,18.0,27.0,154.0,11.0,22.0,6.0,15.0,1.0,7.0,12.0,11.0,8.0,6.0,8.0,18.0,10.0,18.0,28.0,18.0,15.0,11.0,18.0,17.0,14.0,18.0,20.0,23.0,22.0,23.0,21.0,28.0,22.0,31.0,35.0,16.0,7.0,18.0,5.0,26.0,11.0,9.0,16.0,8.0,18.0,13.0,9.0,9.0,16.0,16.0,20.0,3.0,8.0,17.0,9.0,14.0,15.0,13.0,20.0,14.0,18.0,19.0,16.0,18.0,25.0,30.0,29.0,12.0,11.0,12.0,24.0,14.0,21.0,21.0,29.0,10.0,18.0,15.0,28.0,20.0,29.0,24.0,34.0,17.0,17.0,21.0,33.0,25.0,23.0,26.0,34.0,32.0,29.0,23.0,33.0,31.0,33.0,34.0,40.0,25.0,5.0,3.0,10.0,9.0,7.0,8.0,16.0,13.0,11.0,9.0,17.0,11.0,18.0,23.0,25.0,1.0,11.0,12.0,16.0,9.0,14.0,17.0,22.0,2.0,20.0,17.0,22.0,20.0,26.0,28.0,36.0,2.0,7.0,6.0,16.0,0.0,21.0,15.0,23.0,3.0,14.0,16.0,25.0,12.0,27.0,28.0,35.0,5.0,22.0,13.0,28.0,6.0,30.0,25.0,29.0,6.0,26.0,22.0,38.0,28.0,37.0,34.0,40.0,14.0,11.0,1.0,22.0,5.0,19.0,22.0,34.0,4.0,18.0,10.0,31.0,14.0,25.0,31.0,45.0,3.0,16.0,7.0,30.0,4.0,26.0,25.0,43.0,15.0,24.0,19.0,38.0,14.0,35.0,34.0,46.0,14.0,17.0,14.0,35.0,13.0,28.0,22.0,49.0,10.0,24.0,15.0,41.0,23.0,33.0,29.0,53.0,19.0,32.0,24.0,42.0,19.0,34.0,30.0,50.0,26.0,38.0,30.0,46.0,33.0,43.0,42.0,52.0
